,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
2079,Andrea,Switzerland,Superior Twin Room,2 nights ·  September 2019,Couple,Reviewed: 29 September 2019,Superb,There are no comments available for this review,Not Available,9.2
2080,Matthew,United Kingdom,Superior Double Room,1 night ·  September 2019,Group,Reviewed: 27 September 2019,Good,There are no comments available for this review,Not Available,7.9
2081,Nigel,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 26 September 2019,Good,There are no comments available for this review,Not Available,7.9
2082,Tahirah,United Kingdom,Studio Suite,1 night ·  September 2019,Couple,Reviewed: 25 September 2019,Good,There are no comments available for this review,Not Available,7.9
2083,Teresa,South Africa,Superior Twin Room,3 nights ·  September 2019,Family,Reviewed: 25 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2084,Corneille,Spain,Superior Twin Room,2 nights ·  August 2019,Solo traveller,Reviewed: 25 September 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2085,Aidan,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 24 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2086,Liam,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 22 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2087,Musaab,United Kingdom,Superior Double Room,3 nights ·  August 2019,Solo traveller,Reviewed: 21 September 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2088,Zarrin,United Kingdom,Superior Double Room,2 nights ·  August 2019,Family,Reviewed: 20 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2089,Louwrens,South Africa,Superior Double Room with City View,1 night ·  September 2019,Group,Reviewed: 17 September 2019,Very good,There are no comments available for this review,Not Available,8.3
2090,Anthony,Ireland,Superior Double Room,3 nights ·  August 2019,Couple,Reviewed: 17 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2091,Rik,Netherlands,Superior Twin Room,1 night ·  August 2019,Solo traveller,Reviewed: 17 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2092,Ross,United Kingdom,Superior Double Room,2 nights ·  September 2019,Couple,Reviewed: 12 September 2019,Superb,There are no comments available for this review,Not Available,9.2
2093,Unnikrishnan,India,Superior Double Room,5 nights ·  September 2019,Family,Reviewed: 12 September 2019,Superb,There are no comments available for this review,Not Available,9.0
2094,Shu91,United Arab Emirates,Superior Double Room,2 nights ·  September 2019,Solo traveller,Reviewed: 10 September 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2095,Shu91,United Arab Emirates,Superior Double Room,2 nights ·  September 2019,Solo traveller,Reviewed: 10 September 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2096,Katie,United Kingdom,Superior Double Room,1 night ·  September 2019,Group,Reviewed: 9 September 2019,"Great hotel, with a fab rooftop bar!",There are no comments available for this review,Not Available,10
2097,Donal,Ireland,Superior Twin Room,2 nights ·  September 2019,Couple,Reviewed: 9 September 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2098,Solomon,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 8 September 2019,Super!,There are no comments available for this review,Not Available,10
2099,James,United Kingdom,Superior Double Room,2 nights ·  August 2019,Family,Reviewed: 4 September 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2100,Shirley,United Kingdom,Superior Double Room,4 nights ·  August 2019,Family,Reviewed: 3 September 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2101,Tom,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 1 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2102,Ben,United Kingdom,Executive Suite,2 nights ·  September 2019,Couple,Reviewed: 1 September 2019,Good,There are no comments available for this review,Not Available,7.9
2103,Andrei,Romania,Superior Twin Room,5 nights ·  August 2019,Group,Reviewed: 31 August 2019,Very good,There are no comments available for this review,Not Available,8.3
2104,Ella,United Kingdom,Superior Twin Room,1 night ·  August 2019,Family,Reviewed: 29 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2105,Matthew,United Kingdom,Superior Double Room,3 nights ·  August 2019,Couple,Reviewed: 28 August 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2106,Sintia,Lebanon,Superior Double Room,4 nights ·  August 2019,Solo traveller,Reviewed: 27 August 2019,Superb,There are no comments available for this review,Not Available,9.2
2107,Susan,United Kingdom,Superior Twin Room,3 nights ·  August 2019,Family,Reviewed: 27 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2108,Zhanfei,Belgium,Deluxe Twin Room,5 nights ·  August 2019,Group,Reviewed: 27 August 2019,Superb,There are no comments available for this review,Not Available,9.2
2109,Radu,Romania,Superior Double Room,3 nights ·  August 2019,Family,Reviewed: 27 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2110,Danielle,United Kingdom,Superior Double Room,2 nights ·  August 2019,Couple,Reviewed: 26 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2111,Oli,United Kingdom,Executive Double Room,1 night ·  August 2019,Couple,Reviewed: 26 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2112,Leah,United Kingdom,Superior Double Room,2 nights ·  August 2019,Couple,Reviewed: 26 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2113,Rupert,United Kingdom,Superior Double Room,2 nights ·  August 2019,Couple,Reviewed: 26 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2114,Kaly,United States,Superior Twin Room,7 nights ·  August 2019,Group,Reviewed: 25 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2115,Lilley,United Kingdom,Superior Twin Room,1 night ·  August 2019,Couple,Reviewed: 24 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2116,Margaret,United Kingdom,Superior Twin Room,2 nights ·  August 2019,Group,Reviewed: 23 August 2019,Very good,There are no comments available for this review,Not Available,8.3
2117,Glenys,United Kingdom,Superior Double Room,2 nights ·  August 2019,Group,Reviewed: 23 August 2019,Ideal place to stay for our needs.our room was fantastic with lovely views.,There are no comments available for this review,Not Available,10
2118,Samson,United Kingdom,Superior Double Room,1 night ·  July 2019,Solo traveller,Reviewed: 23 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2119,Conor,Ireland,Superior Twin Room,2 nights ·  August 2019,Group,Reviewed: 21 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2120,Amber,United Kingdom,Superior Double Room with City View,1 night ·  August 2019,Couple,Reviewed: 20 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2121,Ian,United Kingdom,Superior Twin Room,1 night ·  August 2019,Solo traveller,Reviewed: 20 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2122,Caitlin,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 20 August 2019,lush,There are no comments available for this review,Not Available,10
2123,Fathaya,United Kingdom,Superior Twin Room,1 night ·  August 2019,Couple,Reviewed: 20 August 2019,Superb,There are no comments available for this review,Not Available,9.2
2124,Rohit,United Kingdom,Superior Double Room,2 nights ·  August 2019,Couple,Reviewed: 19 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2125,Mark,United Kingdom,Executive Double Room,1 night ·  August 2019,Couple,Reviewed: 18 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2126,Sade,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 18 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2127,Diane,United Kingdom,Superior Double Room with City View,1 night ·  August 2019,Couple,Reviewed: 17 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2128,Lauren,United Kingdom,Superior Double Room,1 night ·  August 2019,Group,Reviewed: 17 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2129,Donna,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 13 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2130,Travelmonkeyreviews,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 13 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2131,Toni,United Kingdom,Superior Double Room,3 nights ·  August 2019,Couple,Reviewed: 11 August 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2132,Richard,United Kingdom,Superior Twin Room,1 night ·  August 2019,Group,Reviewed: 11 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2133,Cara,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 8 August 2019,Good,There are no comments available for this review,Not Available,7.9
2134,Devon,United States,Superior Double Room,2 nights ·  August 2019,Couple,Reviewed: 7 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2135,Toyosi,United Kingdom,Superior Double Room,1 night ·  August 2019,Couple,Reviewed: 7 August 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2136,Marcus,United Kingdom,Executive Double Room,1 night ·  August 2019,Couple,Reviewed: 7 August 2019,Exceptional,There are no comments available for this review,Not Available,10
2137,Tomislav,Germany,Superior Double Room with City View,4 nights ·  August 2019,Couple,Reviewed: 7 August 2019,Great morning coffee with probably the best view of London,There are no comments available for this review,Not Available,10
2138,Ben,Ireland,Superior Double Room,4 nights ·  August 2019,Couple,Reviewed: 6 August 2019,Exceptional,There are no comments available for this review,Not Available,10
